ride_id,user_id,driver_id,pickup_location,drop_location,fare,distance_km,ride_time,user_name,driver_name
4c5a00d5,U1459,D2044,Indiranagar,Hebbal,253.76,13.42,12-03-2023 08:39,User_459,Driver_44
18a8aa34,U1210,D2209,Whitefield,BTM,243.61,18.26,08-05-2023 20:25,User_210,Driver_209
4fbef5fd,U1169,D2211,MG Road,Jayanagar,75.19,15.54,07-02-2023 08:53,User_169,Driver_211
9d8113a5,U1383,D2285,Koramangala,Electronic City,140.37,3.95,03-05-2023 15:32,User_383,Driver_285
055736a9,U1347,D2276,Koramangala,Marathahalli,187.35,6.34,28-06-2023 11:26,User_347,Driver_276
ec84a1c6,U1397,D2080,HSR,Hebbal,128.3,15.64,19-01-2023 22:24,User_397,Driver_80
122d47a3,U1058,D2260,Indiranagar,Marathahalli,75.94,15.83,15-06-2023 20:11,User_58,Driver_260
301ed9f9,U1330,D2171,Whitefield,Jayanagar,141.57,9.98,16-01-2023 02:52,User_330,Driver_171
d111a0c9,U1410,D2016,Indiranagar,Marathahalli,220.33,19.98,13-05-2023 12:46,User_410,Driver_16
add99e43,U1321,D2195,Indiranagar,Jayanagar,57.54,12.4,15-05-2023 02:36,User_321,Driver_195
1cbe5186,U1084,D2079,Whitefield,Hebbal,148.72,7.71,18-05-2023 05:16,User_84,Driver_79
ee10c9a2,U1061,D2204,Indiranagar,BTM,248.32,17.59,03-06-2023 12:04,User_61,Driver_204
43a9d86c,U1038,D2157,Whitefield,BTM,149.87,17.16,21-03-2023 18:31,User_38,Driver_157
1294cd50,U1131,D2040,Koramangala,Hebbal,272.04,16.13,20-03-2023 12:57,User_131,Driver_40
03af7c0f,U1376,D2259,Whitefield,Hebbal,69.87,16.85,12-03-2023 15:32,User_376,Driver_259
fa1be618,U1073,D2177,Indiranagar,Electronic City,50.95,8.45,20-03-2023 00:05,User_73,Driver_177
2a58357d,U1167,D2215,MG Road,Marathahalli,69.13,19.7,23-05-2023 21:54,User_167,Driver_215
cb248c77,U1304,D2229,Whitefield,Hebbal,159.38,6.41,16-04-2023 13:07,User_304,Driver_229
fdf2b896,U1152,D2242,MG Road,Hebbal,265.02,2.48,13-04-2023 08:37,User_152,Driver_242
e6a9f664,U1220,D2149,Koramangala,Electronic City,52.68,3.64,22-06-2023 16:03,User_220,Driver_149
d59533ff,U1187,D2066,Koramangala,Electronic City,41.51,14.21,20-02-2023 02:02,User_187,Driver_66
af24fb4e,U1350,D2276,Indiranagar,Marathahalli,208.23,16.94,16-01-2023 00:56,User_350,Driver_276
7ab2360f,U1436,D2077,Indiranagar,Marathahalli,224.04,18.9,15-05-2023 22:42,User_436,Driver_77
d71104f9,U1068,D2080,Whitefield,Electronic City,237.37,12.44,19-04-2023 17:06,User_68,Driver_80
23004580,U1427,D2061,Whitefield,BTM,269.37,14.66,10-05-2023 23:24,User_427,Driver_61
7a268a9c,U1136,D2133,MG Road,Jayanagar,70.43,12.18,27-05-2023 15:59,User_136,Driver_133
8f220387,U1255,D2044,HSR,Electronic City,124.98,16.28,07-03-2023 17:10,User_255,Driver_44
32517d70,U1076,D2250,Whitefield,BTM,176.66,18.63,17-01-2023 11:20,User_76,Driver_250
47a70850,U1337,D2242,HSR,BTM,64.07,6.19,10-04-2023 08:59,User_337,Driver_242
908d7945,U1228,D2009,Koramangala,Hebbal,125.21,17.95,12-06-2023 15:15,User_228,Driver_9
b9db1ab0,U1377,D2070,HSR,Marathahalli,254.9,8.56,28-04-2023 16:00,User_377,Driver_70
97cf8827,U1293,D2190,HSR,Hebbal,57.58,7.31,01-01-2023 14:00,User_293,Driver_190
c05bbd04,U1019,D2011,MG Road,BTM,134.6,9.55,24-02-2023 15:16,User_19,Driver_11
6b073bf3,U1387,D2001,Koramangala,BTM,39.25,13.76,08-02-2023 01:58,User_387,Driver_1
d01a2181,U1338,D2129,MG Road,BTM,225.04,13.11,04-03-2023 14:56,User_338,Driver_129
554f6d0d,U1117,D2156,Whitefield,Marathahalli,78.55,6.26,12-05-2023 12:58,User_117,Driver_156
bdd68756,U1069,D2289,Koramangala,Hebbal,277.93,12.62,04-05-2023 04:13,User_69,Driver_289
a13d12f8,U1231,D2250,HSR,Hebbal,189.42,13.47,31-03-2023 15:21,User_231,Driver_250
a1251c09,U1499,D2230,Whitefield,Hebbal,69.99,5.33,25-03-2023 12:31,User_499,Driver_230
7a70620b,U1250,D2243,HSR,BTM,104.51,16.83,10-04-2023 06:09,User_250,Driver_243
63cbcb3c,U1138,D2257,HSR,Jayanagar,142.03,17.34,09-04-2023 09:25,User_138,Driver_257
1614d588,U1333,D2168,HSR,Electronic City,223.64,15.97,28-04-2023 19:03,User_333,Driver_168
f2f8d41b,U1320,D2078,Whitefield,Jayanagar,252.7,13.31,05-06-2023 21:28,User_320,Driver_78
c3686e68,U1051,D2250,HSR,Jayanagar,169.33,11.59,19-05-2023 23:37,User_51,Driver_250
82111552,U1010,D2163,MG Road,Marathahalli,267.11,9.01,26-04-2023 03:58,User_10,Driver_163
268072f8,U1249,D2012,HSR,BTM,30.63,14.41,03-02-2023 19:01,User_249,Driver_12
3c7da8f9,U1114,D2273,Whitefield,Electronic City,55.74,3.72,21-01-2023 23:24,User_114,Driver_273
b45bee5a,U1022,D2235,HSR,Jayanagar,290.91,19.23,05-05-2023 06:19,User_22,Driver_235
46da07ea,U1467,D2059,Whitefield,Electronic City,121.63,18.52,22-01-2023 11:00,User_467,Driver_59
d68601d4,U1052,D2074,MG Road,Marathahalli,257.74,13.91,14-06-2023 01:02,User_52,Driver_74
73c8e182,U1045,D2086,Koramangala,BTM,136,2,04-06-2023 05:33,User_45,Driver_86
2.09E+10,U1229,D2069,Indiranagar,BTM,128.59,12.16,09-02-2023 01:27,User_229,Driver_69
3f22c0e5,U1310,D2059,Indiranagar,Marathahalli,174.32,11.3,30-01-2023 11:10,User_310,Driver_59
2.08E+12,U1255,D2121,MG Road,Marathahalli,273.86,18.65,03-01-2023 14:51,User_255,Driver_121
21f0525f,U1387,D2003,MG Road,Hebbal,36.42,19.86,09-05-2023 08:06,User_387,Driver_3
9424f8dc,U1298,D2205,HSR,Hebbal,104.06,6.49,22-01-2023 03:12,User_298,Driver_205
44af53c2,U1267,D2133,MG Road,Jayanagar,187.54,14.33,17-03-2023 10:51,User_267,Driver_133
cb34b475,U1134,D2020,MG Road,Marathahalli,62.74,3.84,17-01-2023 16:54,User_134,Driver_20
080a0d25,U1193,D2145,Koramangala,Jayanagar,156.4,19.52,02-03-2023 18:45,User_193,Driver_145
78c28985,U1086,D2226,HSR,Jayanagar,176.01,7.18,29-05-2023 07:46,User_86,Driver_226
9a20c90b,U1047,D2095,Indiranagar,Hebbal,73.6,4.47,05-05-2023 09:11,User_47,Driver_95
2d81ed58,U1225,D2062,Whitefield,BTM,292.09,12.42,21-02-2023 17:57,User_225,Driver_62
316eee9f,U1077,D2245,Koramangala,Jayanagar,221.41,5.2,19-02-2023 15:34,User_77,Driver_245
e2c55a80,U1174,D2048,HSR,Marathahalli,178.3,10.77,26-04-2023 16:39,User_174,Driver_48
5a06e159,U1225,D2089,HSR,Hebbal,151.09,6.3,15-02-2023 07:02,User_225,Driver_89
99337aae,U1439,D2189,Koramangala,BTM,275.13,10.04,03-04-2023 22:02,User_439,Driver_189
13be8ef5,U1069,D2269,MG Road,Electronic City,178.42,19.97,27-01-2023 15:02,User_69,Driver_269
396de6d2,U1493,D2111,Koramangala,BTM,229.76,14.15,27-04-2023 19:05,User_493,Driver_111
60073f93,U1348,D2102,Whitefield,Electronic City,81.68,19.88,26-03-2023 22:36,User_348,Driver_102
4bdc07ef,U1238,D2299,HSR,BTM,45.78,5.84,26-01-2023 17:35,User_238,Driver_299
2d6bd95a,U1454,D2231,Whitefield,Marathahalli,179.42,19.42,16-02-2023 06:33,User_454,Driver_231
b0a58df1,U1208,D2066,HSR,Marathahalli,143.78,15.43,20-04-2023 14:26,User_208,Driver_66
de31e632,U1272,D2271,MG Road,Jayanagar,56.6,12.06,18-04-2023 00:37,User_272,Driver_271
b0b43f44,U1095,D2203,Indiranagar,Marathahalli,232.18,16.56,07-01-2023 02:32,User_95,Driver_203
72c78b24,U1127,D2240,HSR,Electronic City,142.36,7.03,17-02-2023 07:05,User_127,Driver_240
659290ba,U1240,D2228,Koramangala,Jayanagar,290.17,12.06,21-05-2023 13:49,User_240,Driver_228
42cab683,U1012,D2083,HSR,BTM,204.43,19.59,06-02-2023 12:11,User_12,Driver_83
c431b79f,U1112,D2058,Whitefield,BTM,89.48,18.66,24-05-2023 19:25,User_112,Driver_58
8603a5fc,U1489,D2189,Koramangala,Hebbal,95.83,6.56,16-02-2023 20:19,User_489,Driver_189
6af96e3c,U1094,D2059,MG Road,Hebbal,62.44,7.82,16-04-2023 14:01,User_94,Driver_59
59986ce9,U1458,D2133,MG Road,Jayanagar,158.49,2.96,16-01-2023 00:30,User_458,Driver_133
f5e89691,U1153,D2228,Indiranagar,BTM,34.41,16.68,26-04-2023 05:04,User_153,Driver_228
3148d68e,U1478,D2114,Indiranagar,Hebbal,281.28,19.25,08-05-2023 17:11,User_478,Driver_114
eaefd769,U1475,D2179,MG Road,Jayanagar,81.95,12.94,12-01-2023 10:24,User_475,Driver_179
ca60c79f,U1165,D2115,MG Road,Marathahalli,189.32,9.82,14-01-2023 14:11,User_165,Driver_115
e65ef595,U1362,D2045,Indiranagar,Electronic City,169.19,12.7,07-01-2023 15:43,User_362,Driver_45
9043ffdf,U1263,D2234,Whitefield,Electronic City,204.59,2.54,25-01-2023 08:02,User_263,Driver_234
d65cb06e,U1094,D2038,Indiranagar,Hebbal,239.73,14.7,06-02-2023 03:29,User_94,Driver_38
93645539,U1373,D2205,Indiranagar,Electronic City,149.67,15.55,14-04-2023 17:51,User_373,Driver_205
d2b63fe7,U1225,D2045,Whitefield,Marathahalli,118.08,7.52,09-04-2023 11:49,User_225,Driver_45
27533708,U1051,D2261,Whitefield,Hebbal,49.18,16.03,24-04-2023 18:46,User_51,Driver_261
6d67ffb2,U1211,D2127,Indiranagar,Electronic City,44.68,14.71,25-02-2023 01:50,User_211,Driver_127
a777fea3,U1198,D2011,Indiranagar,Hebbal,172.75,4.09,23-06-2023 16:11,User_198,Driver_11
eb80d363,U1238,D2190,HSR,Electronic City,161.15,5.65,23-04-2023 20:43,User_238,Driver_190
b31642da,U1379,D2197,Whitefield,Jayanagar,142.87,13.43,29-05-2023 13:25,User_379,Driver_197
90e3c923,U1446,D2137,Whitefield,Jayanagar,209.4,11.43,14-04-2023 13:37,User_446,Driver_137
96d48307,U1097,D2003,MG Road,Hebbal,84.64,19.18,29-05-2023 13:59,User_97,Driver_3
19bb96e1,U1255,D2177,Indiranagar,BTM,49.23,10.46,17-01-2023 09:49,User_255,Driver_177
1d28f754,U1286,D2006,HSR,Marathahalli,260.83,16.34,28-06-2023 15:08,User_286,Driver_6
7d55b336,U1102,D2106,Indiranagar,Hebbal,77.52,12.76,27-01-2023 12:46,User_102,Driver_106
daf1bad2,U1150,D2257,Indiranagar,Marathahalli,245.71,18.46,09-06-2023 01:15,User_150,Driver_257
97d99682,U1291,D2053,Koramangala,Marathahalli,130.88,11.88,09-06-2023 18:34,User_291,Driver_53
13d0fd18,U1398,D2163,Koramangala,Hebbal,289.95,11.27,24-03-2023 12:31,User_398,Driver_163
f5a8b061,U1061,D2237,Whitefield,Hebbal,153.43,19.32,25-05-2023 15:17,User_61,Driver_237
02c16281,U1280,D2164,MG Road,Hebbal,91.36,18.09,03-06-2023 11:43,User_280,Driver_164
96c15957,U1139,D2002,HSR,Jayanagar,246.72,3.14,24-04-2023 02:53,User_139,Driver_2
9b78432b,U1436,D2141,Whitefield,Jayanagar,221.53,13.26,27-02-2023 02:39,User_436,Driver_141
285b1875,U1288,D2264,Koramangala,Jayanagar,147.01,14.69,18-02-2023 16:05,User_288,Driver_264
9fd6766f,U1493,D2137,Whitefield,Marathahalli,244.59,17.26,07-01-2023 23:28,User_493,Driver_137
7199f3c3,U1110,D2203,Indiranagar,BTM,132.61,17.27,28-02-2023 02:13,User_110,Driver_203
e18e4570,U1197,D2088,Indiranagar,Hebbal,219.14,14.79,27-04-2023 22:34,User_197,Driver_88
d1600637,U1430,D2178,Koramangala,Marathahalli,277.97,2.44,26-01-2023 21:23,User_430,Driver_178
4f2a84c4,U1218,D2024,Koramangala,Hebbal,189.69,13.64,06-01-2023 16:56,User_218,Driver_24
a8edb5bb,U1156,D2299,MG Road,Jayanagar,57.85,9.82,09-03-2023 04:43,User_156,Driver_299
61d60fda,U1182,D2244,Koramangala,BTM,283,16.52,15-03-2023 01:23,User_182,Driver_244
a9e38181,U1373,D2174,MG Road,Jayanagar,253.54,7.06,02-01-2023 05:13,User_373,Driver_174
102b79b5,U1107,D2149,MG Road,Marathahalli,41.52,7.67,09-03-2023 09:17,User_107,Driver_149
c9856127,U1193,D2299,Indiranagar,Jayanagar,282.93,16.74,22-04-2023 04:21,User_193,Driver_299
fa55ba1e,U1426,D2068,HSR,Marathahalli,142.2,6.06,15-06-2023 13:04,User_426,Driver_68
8c843d11,U1095,D2141,Whitefield,Marathahalli,253.85,12.43,18-02-2023 10:43,User_95,Driver_141
0880a5f0,U1204,D2059,HSR,Jayanagar,298.39,10.19,18-06-2023 02:05,User_204,Driver_59
76d219fc,U1232,D2232,Whitefield,Hebbal,136.78,19.95,10-01-2023 07:27,User_232,Driver_232
a84a4b6d,U1024,D2240,HSR,Electronic City,283.77,19.39,14-04-2023 14:57,User_24,Driver_240
f204012c,U1180,D2295,MG Road,Marathahalli,271.15,19.16,16-01-2023 23:17,User_180,Driver_295
a06ce411,U1007,D2052,Indiranagar,BTM,144.02,19.31,07-02-2023 10:34,User_7,Driver_52
a9f44f66,U1498,D2145,Whitefield,Jayanagar,216.86,11.04,22-06-2023 06:43,User_498,Driver_145
25026278,U1195,D2027,HSR,Hebbal,200.5,2.81,23-03-2023 16:44,User_195,Driver_27
45588ee6,U1320,D2082,MG Road,Electronic City,268.24,3.02,08-02-2023 06:22,User_320,Driver_82
61b456c9,U1149,D2160,Koramangala,Marathahalli,64.95,4.8,12-02-2023 06:05,User_149,Driver_160
4de8079f,U1249,D2148,Whitefield,BTM,183.33,7.86,24-06-2023 23:18,User_249,Driver_148
1e7f6838,U1400,D2220,Whitefield,Marathahalli,148.44,16.06,22-03-2023 19:17,User_400,Driver_220
d1d6a24b,U1162,D2129,Indiranagar,Electronic City,263.87,15.74,05-01-2023 12:43,User_162,Driver_129
cde35622,U1009,D2056,Whitefield,BTM,38.79,6.04,10-06-2023 16:46,User_9,Driver_56
f04f1ed6,U1352,D2043,HSR,Electronic City,158.05,13.98,03-03-2023 14:20,User_352,Driver_43
95f78dc4,U1053,D2010,HSR,Hebbal,31.38,13.52,02-06-2023 16:02,User_53,Driver_10
a3febc71,U1448,D2289,Indiranagar,Hebbal,243.31,6.58,06-01-2023 12:48,User_448,Driver_289
2e9c6023,U1069,D2219,HSR,Electronic City,287.23,6.59,30-01-2023 13:03,User_69,Driver_219
20936b12,U1281,D2277,HSR,BTM,228.62,17.13,15-01-2023 05:38,User_281,Driver_277
c99b91ee,U1393,D2142,Whitefield,Hebbal,205.32,11.96,07-05-2023 18:21,User_393,Driver_142
86019493,U1136,D2001,Koramangala,Hebbal,260.56,18.58,22-06-2023 18:31,User_136,Driver_1
78b99eb8,U1266,D2090,MG Road,Jayanagar,38.56,9.74,15-02-2023 12:46,User_266,Driver_90
70730b3e,U1262,D2204,MG Road,BTM,253.26,6.82,04-05-2023 02:33,User_262,Driver_204
3fb5129f,U1112,D2251,MG Road,BTM,102.51,5.16,08-06-2023 11:10,User_112,Driver_251
285b1875,U1288,D2264,Koramangala,Jayanagar,147.01,14.69,18-02-2023 16:05,User_288,Driver_264
098b790d,U1385,D2080,Whitefield,Jayanagar,95.24,16.99,04-01-2023 20:54,User_385,Driver_80
f36dc302,U1411,D2096,Whitefield,BTM,224.67,11.07,22-06-2023 15:42,User_411,Driver_96
484bb611,U1054,D2192,Whitefield,Jayanagar,182.1,17.89,01-04-2023 08:49,User_54,Driver_192
43313591,U1245,D2022,Whitefield,Marathahalli,102.07,12.15,19-06-2023 15:28,User_245,Driver_22
b12b2636,U1315,D2146,MG Road,Hebbal,163.28,17.22,21-01-2023 01:51,User_315,Driver_146
ed24e3b7,U1478,D2223,MG Road,Marathahalli,197.78,4.55,11-06-2023 06:47,User_478,Driver_223
aa83a0b6,U1064,D2236,Indiranagar,Marathahalli,206.4,17.45,26-05-2023 22:39,User_64,Driver_236
2761c8cd,U1038,D2221,Koramangala,BTM,108.33,8.2,20-03-2023 02:32,User_38,Driver_221
2169a466,U1347,D2205,HSR,BTM,75.93,14.93,12-06-2023 10:18,User_347,Driver_205
696aec2c,U1472,D2258,Koramangala,Jayanagar,260.25,12.16,19-03-2023 17:47,User_472,Driver_258
bb7253cd,U1282,D2005,Indiranagar,Hebbal,269.36,3.67,06-03-2023 00:14,User_282,Driver_5
197f4ca3,U1000,D2272,Koramangala,Marathahalli,290.88,9.61,25-02-2023 12:25,User_0,Driver_272
c83ac3ea,U1298,D2004,Whitefield,Marathahalli,77.72,14.6,15-04-2023 15:47,User_298,Driver_4
66cc1547,U1433,D2136,MG Road,Marathahalli,270.49,8.23,14-06-2023 21:00,User_433,Driver_136
ad9971d0,U1074,D2111,MG Road,Marathahalli,263.73,7.77,24-01-2023 10:34,User_74,Driver_111
d4bea3eb,U1323,D2268,MG Road,Electronic City,125.7,18.63,14-04-2023 10:17,User_323,Driver_268
19c8ce0a,U1270,D2185,Koramangala,Electronic City,175.44,12.59,09-04-2023 17:19,User_270,Driver_185
2c8fd41a,U1054,D2251,Indiranagar,Hebbal,147.54,3.35,03-01-2023 15:14,User_54,Driver_251
61566734,U1212,D2015,Koramangala,BTM,114.21,4.8,19-01-2023 14:42,User_212,Driver_15
4e834104,U1492,D2286,MG Road,Marathahalli,203.28,9.63,16-03-2023 08:06,User_492,Driver_286
6ef8f161,U1055,D2284,MG Road,Electronic City,207.76,6.79,02-04-2023 19:35,User_55,Driver_284
a5235d1b,U1136,D2223,Indiranagar,BTM,184.19,10.51,12-01-2023 15:55,User_136,Driver_223
f78b1d36,U1346,D2149,HSR,Electronic City,30.07,8.75,25-02-2023 19:34,User_346,Driver_149
7fb8adf6,U1475,D2024,MG Road,Jayanagar,255.3,15.7,17-04-2023 08:18,User_475,Driver_24
1fc5ef63,U1276,D2197,HSR,Marathahalli,121.96,17.28,23-02-2023 12:53,User_276,Driver_197
6787769c,U1450,D2070,Indiranagar,Jayanagar,80.82,9.43,21-03-2023 18:01,User_450,Driver_70
259d59cc,U1069,D2120,Koramangala,Hebbal,151.85,8.12,26-03-2023 20:55,User_69,Driver_120
605251b0,U1264,D2191,Whitefield,Marathahalli,169.99,8.07,09-02-2023 11:55,User_264,Driver_191
855d56df,U1084,D2286,MG Road,Marathahalli,226.96,14.48,16-04-2023 10:33,User_84,Driver_286
c8675392,U1050,D2208,Koramangala,Jayanagar,253.9,15.83,04-01-2023 18:26,User_50,Driver_208
84ddecd1,U1312,D2270,Whitefield,Electronic City,60.2,19.41,05-05-2023 02:17,User_312,Driver_270
474f3fee,U1169,D2009,Koramangala,Jayanagar,238.42,7.8,07-04-2023 00:29,User_169,Driver_9
0358f641,U1344,D2055,Whitefield,BTM,95.21,11.14,30-03-2023 17:53,User_344,Driver_55
1ac64eb9,U1003,D2271,Whitefield,Jayanagar,161.59,6.82,27-02-2023 15:52,User_3,Driver_271
1dd79896,U1112,D2086,Whitefield,Electronic City,58.07,7.93,02-04-2023 13:58,User_112,Driver_86
8a484757,U1409,D2164,Koramangala,Electronic City,197.33,2.19,09-01-2023 08:26,User_409,Driver_164
c56ffb43,U1213,D2295,HSR,Marathahalli,296.26,13.05,02-01-2023 10:07,User_213,Driver_295
67b0c526,U1083,D2154,Indiranagar,Jayanagar,183.89,6.73,24-05-2023 19:37,User_83,Driver_154
3276ad15,U1391,D2290,Whitefield,Marathahalli,285.04,17.58,13-04-2023 01:55,User_391,Driver_290
18e1ab1e,U1136,D2197,MG Road,Jayanagar,209.13,18.22,21-01-2023 11:53,User_136,Driver_197
cba22657,U1223,D2059,Koramangala,Marathahalli,67.11,17.87,22-03-2023 13:46,User_223,Driver_59
d32101a0,U1285,D2286,Koramangala,Marathahalli,174.3,14.81,07-04-2023 11:45,User_285,Driver_286
4a39566f,U1080,D2238,Whitefield,Jayanagar,62.59,17.73,26-03-2023 10:24,User_80,Driver_238
ffb13dc6,U1498,D2188,MG Road,Jayanagar,152.04,6.37,30-01-2023 05:07,User_498,Driver_188
7e43e32f,U1182,D2289,Whitefield,Marathahalli,252.61,12.2,12-03-2023 22:54,User_182,Driver_289
fa0c1bb0,U1181,D2127,Koramangala,Marathahalli,114.26,19.95,01-05-2023 08:54,User_181,Driver_127
79a89756,U1232,D2228,Indiranagar,BTM,134.06,10.63,19-05-2023 17:16,User_232,Driver_228
4fbc1682,U1014,D2088,HSR,Jayanagar,109.48,5.33,02-05-2023 11:22,User_14,Driver_88
adfdfb93,U1097,D2128,Koramangala,Hebbal,109.5,12.01,26-03-2023 21:07,User_97,Driver_128
8fdc279e,U1033,D2067,Indiranagar,Jayanagar,88.7,10.42,22-04-2023 02:04,User_33,Driver_67
71d54c07,U1418,D2029,Koramangala,Electronic City,171.66,9.48,16-05-2023 09:08,User_418,Driver_29
b81ffa66,U1472,D2281,HSR,BTM,283.81,12.2,19-01-2023 16:01,User_472,Driver_281
30fa50ad,U1354,D2195,Koramangala,Marathahalli,135.75,14.86,25-05-2023 10:02,User_354,Driver_195
be97e38b,U1349,D2174,HSR,Hebbal,126.5,4.31,23-05-2023 12:20,User_349,Driver_174
1d0d0581,U1380,D2139,HSR,Electronic City,270.37,17.12,30-06-2023 06:14,User_380,Driver_139
eb47c6db,U1213,D2292,MG Road,Marathahalli,238.69,7.93,26-01-2023 04:12,User_213,Driver_292
c39a2074,U1101,D2230,Whitefield,Electronic City,287.33,18.7,24-05-2023 21:52,User_101,Driver_230
7bc25d60,U1121,D2067,Koramangala,BTM,35.82,19.21,16-01-2023 22:21,User_121,Driver_67
6820bb99,U1176,D2067,Koramangala,Electronic City,285.62,4.6,29-06-2023 21:46,User_176,Driver_67
6507b618,U1285,D2102,MG Road,Hebbal,195.47,15.86,10-02-2023 04:14,User_285,Driver_102
64a3ba37,U1315,D2049,MG Road,Marathahalli,49.3,15.99,04-02-2023 05:10,User_315,Driver_49
f8db68c9,U1195,D2151,Indiranagar,Jayanagar,38.01,7.3,12-03-2023 15:55,User_195,Driver_151
89006854,U1255,D2126,Indiranagar,Electronic City,131.07,2.56,17-05-2023 10:36,User_255,Driver_126
2151869f,U1329,D2175,MG Road,Jayanagar,220.71,14.7,19-05-2023 23:17,User_329,Driver_175
afe9dc7b,U1218,D2181,Whitefield,Jayanagar,278.61,3.93,02-05-2023 22:01,User_218,Driver_181
be998249,U1493,D2293,Indiranagar,Electronic City,289.41,13.21,23-03-2023 02:36,User_493,Driver_293
40af04ed,U1291,D2019,Indiranagar,Marathahalli,284.05,11.55,22-04-2023 02:58,User_291,Driver_19
df3f2a56,U1161,D2141,Whitefield,Jayanagar,223.21,13.68,07-04-2023 17:30,User_161,Driver_141
26aac1c4,U1413,D2174,Indiranagar,Jayanagar,34.19,9.19,15-04-2023 15:38,User_413,Driver_174
d1cee9d5,U1352,D2127,MG Road,BTM,107.57,3.41,02-06-2023 16:10,User_352,Driver_127
5205bdee,U1218,D2223,Koramangala,Jayanagar,216.1,9.85,07-06-2023 07:04,User_218,Driver_223
1f65fa45,U1473,D2243,Indiranagar,Electronic City,267.71,14.22,30-06-2023 19:47,User_473,Driver_243
65e8fb2c,U1153,D2139,HSR,Electronic City,64.72,18.65,30-05-2023 17:23,User_153,Driver_139
c9de1001,U1072,D2227,HSR,Electronic City,148.24,17.75,14-05-2023 16:04,User_72,Driver_227
2.39E+05,U1048,D2285,Koramangala,Electronic City,278.28,2.5,14-01-2023 13:37,User_48,Driver_285
09d82e38,U1238,D2112,Koramangala,BTM,229.44,19.74,29-03-2023 09:44,User_238,Driver_112
950cae81,U1064,D2097,Koramangala,Marathahalli,283.1,6.65,28-04-2023 21:38,User_64,Driver_97
d122cf30,U1244,D2080,Indiranagar,Marathahalli,257.02,3.41,12-01-2023 17:29,User_244,Driver_80
0f863e7f,U1245,D2277,Indiranagar,Electronic City,81.44,16.89,11-06-2023 14:53,User_245,Driver_277
ad0b51de,U1382,D2235,MG Road,Marathahalli,286.66,4.17,15-06-2023 11:55,User_382,Driver_235
9d2744f9,U1052,D2217,MG Road,Jayanagar,163.58,2.11,19-06-2023 20:11,User_52,Driver_217
1f7219ac,U1421,D2026,MG Road,Marathahalli,200,14.68,27-03-2023 11:36,User_421,Driver_26
eca1a312,U1468,D2120,Koramangala,Jayanagar,40.29,12.54,18-06-2023 18:36,User_468,Driver_120
a3b3a2b2,U1390,D2153,MG Road,Jayanagar,112.88,10.81,29-04-2023 08:07,User_390,Driver_153
d91366e1,U1417,D2198,Whitefield,Hebbal,69.83,6.84,25-05-2023 19:11,User_417,Driver_198
7664ad2a,U1177,D2059,Indiranagar,Electronic City,284.64,15.5,21-05-2023 15:03,User_177,Driver_59
0d7344af,U1313,D2042,Whitefield,Jayanagar,140.16,9.11,29-03-2023 13:38,User_313,Driver_42
30ce7d2d,U1341,D2221,HSR,Hebbal,66.38,6.65,14-05-2023 16:56,User_341,Driver_221
b4562c0d,U1102,D2056,Koramangala,Electronic City,119.11,2.48,01-03-2023 06:32,User_102,Driver_56
ed6949b4,U1442,D2018,HSR,Electronic City,178.82,9.98,13-03-2023 06:16,User_442,Driver_18
7928c239,U1036,D2147,Whitefield,BTM,245.95,19.22,16-06-2023 11:54,User_36,Driver_147
f1be1d5f,U1118,D2137,HSR,Hebbal,268.96,17.11,03-03-2023 05:37,User_118,Driver_137
08dc09d7,U1084,D2024,Whitefield,Electronic City,259.88,16.68,15-04-2023 09:06,User_84,Driver_24
35e85c46,U1373,D2251,Whitefield,Hebbal,160.56,15.39,19-01-2023 02:33,User_373,Driver_251
e75a1082,U1322,D2253,HSR,Jayanagar,211.44,14.43,16-02-2023 23:33,User_322,Driver_253
e549af8e,U1176,D2168,HSR,BTM,145.31,2.37,02-06-2023 16:22,User_176,Driver_168
22c998b7,U1348,D2062,HSR,BTM,62.3,17.08,16-04-2023 05:38,User_348,Driver_62
cbae1da5,U1287,D2214,Indiranagar,Hebbal,111.39,13.87,11-01-2023 06:26,User_287,Driver_214
9a202109,U1028,D2235,Koramangala,Marathahalli,51.01,19.3,13-03-2023 17:53,User_28,Driver_235
86b29005,U1124,D2215,Whitefield,Hebbal,297.23,7.72,08-01-2023 11:58,User_124,Driver_215
f695e7a4,U1241,D2248,Koramangala,Marathahalli,91.41,4.84,16-06-2023 07:32,User_241,Driver_248
bafb7ea1,U1130,D2111,Koramangala,Hebbal,277.96,19.33,27-04-2023 03:50,User_130,Driver_111
13e9ab2e,U1001,D2262,Koramangala,Jayanagar,34,5.57,26-01-2023 01:32,User_1,Driver_262
19de2068,U1385,D2017,Koramangala,Marathahalli,264.84,17.73,30-03-2023 14:14,User_385,Driver_17
be54d3dc,U1338,D2018,HSR,Jayanagar,145.56,19.02,16-01-2023 19:45,User_338,Driver_18
8ea0976f,U1130,D2205,Koramangala,Jayanagar,68.12,10.07,05-02-2023 11:32,User_130,Driver_205
f8b1d697,U1129,D2282,Koramangala,Jayanagar,231.39,8.7,31-03-2023 15:51,User_129,Driver_282
0322cd19,U1205,D2297,Indiranagar,BTM,146.36,5.88,25-05-2023 00:52,User_205,Driver_297
b76d4039,U1032,D2220,Indiranagar,Marathahalli,50.54,10.95,19-02-2023 01:36,User_32,Driver_220
